SURFACE_TY,CONDITION,WIDTH,the_geom,CANOPY,PMAID,TRAIL_NUM,TRAIL_ID,PMA_NAME,SHAPE_LENG,GRADE_TYPE,DISTRICT,GRADE_PERC,TRAIL_CLAS,SHAPE_LE_1,DATE_TIME,PICTURES,FIELD_NOTE,GIS_LENGTH,GIS_EDT_DT,AMWOID,SHAPE_LEN
Gravel,Good,3,"MULTILINESTRING ((-122.25789879042772 47.68301371774155, -122.2579203446571 47.68299471702791, -122.25792479289792 47.68297421825424, -122.25792821295603 47.68293759640584, -122.25793163417374 47.6829037380803, -122.25797337300436 47.68290120476475, -122.25802606051263 47.68288554267729, -122.25807498349594 47.68287863205878, -122.25809961673227 47.68285260570275, -122.25811295874227 47.68283003281194, -122.25812938163543 47.682808612452234, -122.25813759221232 47.68278604075002, -122.2581334858194 47.68276784483082, -122.25812288060247 47.682748266540905, -122.25811569670799 47.68272845835586, -122.25813588136262 47.682710723353374, -122.25816735621765 47.682707038189946, -122.25822175347227 47.682700588911956, -122.25828265200285 47.68269920665615, -122.25834047035855 47.68270335308057, -122.25839110343466 47.68270726818372, -122.25843181845943 47.68270510373931))",Open,398,228,398-228,WARREN G. MAGNUSON PARK,219.6093189,Flat,NE,0,1,219.6093189,10/27/2016 12:00:00 AM +0000,-,-,219.60975812,02/08/2017 12:00:00 AM +0000,TRAIL-7822,0
Soil,Worn,3,"MULTILINESTRING ((-122.30890751374181 47.70286229142371, -122.30889319086435 47.70285772154506, -122.30883807485314 47.70285344130709, -122.30878360105346 47.70284563709547, -122.30865147271845 47.7028306335765, -122.30860183081624 47.702811599115215, -122.3085214742829 47.7028073314251))",Closed,416,3,416-3,THORNTON CREEK PARK #2,98.1687639,Moderate,NE,5,2,98.1687639,11/03/2016 12:00:00 AM +0000,-,-,98.16896023,02/08/2017 12:00:00 AM +0000,TRAIL-7404,0
Gravel,Good,4,"MULTILINESTRING ((-122.39112759908917 47.5362112792278, -122.39111098338398 47.53586113571609))",Open,4453,11,4453-11,SOLSTICE PARK,119.96830337,Gradual,SW,4,1,119.96830337,11/03/2016 12:00:00 AM +0000,-,1\8 of trail end off parks into right-of-way,127.78625205,02/23/2017 12:00:00 AM +0000,TRAIL-6902,0
Concrete,Good,5,"MULTILINESTRING ((-122.29346328380034 47.706478057076986, -122.29334407357874 47.706471015239856, -122.29322574343082 47.70647645829334, -122.29314054937632 47.706512894389626, -122.29305095467929 47.70654331809631, -122.29298445786928 47.706586299411356, -122.29288096192657 47.706592622683466, -122.29275339175723 47.706589257754814))",Open,352,12,352-12,MEADOWBROOK PLAYFIELD,187.87745599,Flat,NE,0,1,187.87745599,11/02/2016 12:00:00 AM +0000,-,-,187.87783174,02/08/2017 12:00:00 AM +0000,TRAIL-5401,0
Soil,Worn,2,"MULTILINESTRING ((-122.29299623309917 47.70561209603369, -122.29297812945858 47.70567513581628, -122.29296448020504 47.705739943840896, -122.29288122055159 47.70573111881717, -122.29285281224597 47.70568010752105, -122.29281653927151 47.705631271376205, -122.29276401986704 47.705624541885555, -122.29270754124188 47.70561431505071, -122.29241695131903 47.70563251375846, -122.29241658346952 47.7056318491675))",Low,352,4,352- 4,MEADOWBROOK PLAYFIELD,207.18198789,Flat,NE,6,1,207.18198789,11/02/2016 12:00:00 AM +0000,-,-,207.53052104,02/20/2017 12:00:00 AM +0000,TRAIL-5403,0
Soil,Good,1,"MULTILINESTRING ((-122.29552160008653 47.70537934091288, -122.29556605057746 47.70539774054451, -122.2956066604429 47.70541757120425, -122.29564063048478 47.705445160580396, -122.29568300047698 47.7054708906785, -122.29570843032819 47.70548778093772, -122.29573093052421 47.70550731130667, -122.29578041973659 47.705547510908815, -122.29581860039441 47.7055765305508, -122.2958908480799 47.7056644972727, -122.29593187893485 47.70572491760807, -122.29593243718703 47.70572566880544, -122.29601635487454 47.70585845295246, -122.29604049184682 47.70592501925295, -122.29606752324918 47.705998433921046, -122.29608972868786 47.70608159286409, -122.29611289911627 47.70613356660468))",Open,352,19,352-19,MEADOWBROOK PLAYFIELD,320.43833304,Moderate,NE,5,2,320.43833304,11/02/2016 12:00:00 AM +0000,-,-,320.43897393,02/08/2017 12:00:00 AM +0000,TRAIL-5403,0
Soil,Worn,1,"MULTILINESTRING ((-122.31864108240188 47.72522465639825, -122.3185712405123 47.725168432397595, -122.31854128780807 47.72511526207516, -122.31855067024988 47.725062747144435, -122.31859665429282 47.72498417357287))",High,327,3,327-3,JACKSON PARK,96.74778094,Gradual,NE,4,2,96.74778094,11/02/2016 12:00:00 AM +0000,-,-,97.61771309,02/16/2017 12:00:00 AM +0000,TRAIL-3001,0
Gravel,Good,5,"MULTILINESTRING ((-122.3126419604022 47.672207436520154, -122.31264033719384 47.672203986935, -122.31257047560392 47.6721384863889, -122.31253621193281 47.67202226645799, -122.31252409801755 47.671953274977014, -122.31253925086267 47.671897210275894, -122.31246393469775 47.67184079899958))",High,483,8,483-8,COWEN PARK,147.83085162,Gradual,NE,5,1,147.83085162,10/31/2016 12:00:00 AM +0000,-,-,147.83114728,02/20/2017 12:00:00 AM +0000,TRAIL-1802,0
Gravel,Good,5,"MULTILINESTRING ((-122.30903098973732 47.67217415149461, -122.30905368284911 47.67218696742037, -122.30906900913108 47.67219053821562, -122.30916127148726 47.67222301868926, -122.30923314730087 47.672252333924554, -122.30934159488093 47.67230079918485, -122.30939930537853 47.67231372000088, -122.30945854006235 47.672344570774044, -122.30973112190448 47.67254385898314, -122.30982389649328 47.67261214810519, -122.30989167985469 47.67264027632558, -122.30999145318246 47.67270483302154, -122.31002997435154 47.67272104200243, -122.31013593827373 47.67277138020441, -122.31024919641244 47.67279253515122, -122.31030419991227 47.672817313168224))",High,391,6,391-6,RAVENNA PARK,397.7996555,Steep,NE,8,1,397.7996555,10/31/2016 12:00:00 AM +0000,-,-,397.8004511,02/08/2017 12:00:00 AM +0000,TRAIL-6403,0
Gravel,Good,8,"MULTILINESTRING ((-122.30715802791029 47.67179990859922, -122.306978353016 47.67181650058464, -122.30654752157734 47.671887965799186, -122.30600945768339 47.67204320367967, -122.30525627646826 47.672164158637656, -122.30514073364394 47.67216976349586, -122.30492717610163 47.67217252230234, -122.30470862689928 47.67217830216242, -122.30460558903317 47.67217736320815, -122.30451010748567 47.6721746533253, -122.30443207673166 47.67216070871995))",High,391,76,391-76,RAVENNA PARK,692.73927547,Flat,NE,1,1,692.73927547,10/31/2016 12:00:00 AM +0000,-,-,692.74066095,02/08/2017 12:00:00 AM +0000,TRAIL-6401,0
Gravel,Worn,5,"MULTILINESTRING ((-122.30185004136624 47.670001506618966, -122.30183418514741 47.67008675372917, -122.30183928963719 47.67014170021817, -122.30185285149247 47.67019066600034, -122.30188562229672 47.67032687197805, -122.30190753361315 47.67040195163766, -122.30191757733647 47.670470071153176, -122.30194143600157 47.67059615276893))",High,391,10,391-10,RAVENNA PARK,219.17625136,Flat,NE,0,1,219.17625136,10/31/2016 12:00:00 AM +0000,-,-,219.17668972,02/08/2017 12:00:00 AM +0000,TRAIL-6410,0
Asphalt,Worn,5,"MULTILINESTRING ((-122.3025583671747 47.669207221110085, -122.30256133619115 47.669218589737895, -122.30257108787617 47.66924686252, -122.30248157939361 47.669325982492495, -122.30241140733088 47.66948049224272, -122.30223349768966 47.66965021174667, -122.30209458245814 47.66967480322929, -122.30201507661147 47.669592898724915, -122.3020680938122 47.66950730561415, -122.30210935520516 47.66941159242383, -122.3020789869134 47.66932237218606, -122.30197604832318 47.66925870868786, -122.30183981817343 47.6692510299166, -122.30169831448327 47.6692578854124, -122.30153612412762 47.6692582990397, -122.30147380887729 47.66922733911638, -122.30142264435068 47.6691756571269, -122.30134852186748 47.66907450244881, -122.30131638111338 47.66897467250531, -122.30131628149839 47.668857173549746, -122.30135503410541 47.66877766236567, -122.30148168452214 47.66872206501321, -122.30156297089424 47.668686224467784, -122.30187454725716 47.66858727711039, -122.30188308058823 47.668587718557184))",Open,391,95,391-95,RAVENNA PARK,845.26520941,Flat,NE,2,1,845.26520941,10/31/2016 12:00:00 AM +0000,-,-,845.26689994,02/08/2017 12:00:00 AM +0000,TRAIL-6404,0
Gravel,Worn,8,"MULTILINESTRING ((-122.3960088043588 47.52761795030036, -122.39598131771396 47.52759574874057, -122.39593851060661 47.52756891703104, -122.39589755371412 47.52757003723943, -122.39579972889761 47.527581708585934, -122.39576095198011 47.52755426451506, -122.3957457303485 47.527552931005275, -122.39563590902036 47.527535803831036, -122.39559935586692 47.52751501242562, -122.39555569262575 47.52751025740499, -122.39547955254433 47.527502521386204, -122.39545625281521 47.52750181350125, -122.39542607542492 47.52749113159924, -122.39538741940491 47.527467756536595, -122.39535629849924 47.52744247771105, -122.39522356490191 47.527353128569715, -122.39516172899523 47.527316104570986, -122.3951345893983 47.52730546629473, -122.39510438470491 47.52722631887594))",Open,460,14,460-14,LINCOLN PARK,290.05085192,Gradual,SW,4,1,290.05085192,10/28/2016 12:00:00 AM +0000,-,stairs; high canopy in spots,290.05143203,02/08/2017 12:00:00 AM +0000,TRAIL-4336,0
Concrete,Good,8,"MULTILINESTRING ((-122.39619426610737 47.52742358319503, -122.39617189719561 47.52742016378214, -122.39610982449871 47.527409021209266, -122.39598939082245 47.52739242540347, -122.39587530350298 47.527384912041505, -122.39579035107778 47.527387065547444))",Low,460,90,460-90,LINCOLN PARK,101.21681698,Steep,SW,10,1,101.21681698,10/28/2016 12:00:00 AM +0000,-,steel railing,101.21701941,02/08/2017 12:00:00 AM +0000,TRAIL-4345,0
Stairs,Good,8,"MULTILINESTRING ((-122.39579035107778 47.527387065547444, -122.39578302375678 47.52724393641827, -122.39577361680385 47.52720023615469, -122.39576293115881 47.52718140286781, -122.39574332392993 47.527151938184254, -122.39571061490962 47.5271074446556, -122.39568334177004 47.52707547108513, -122.39564785842016 47.52703971325042, -122.39562779552686 47.52701192541515))",Open,460,91,460-91,LINCOLN PARK,146.09547655,Moderate,SW,5,1,146.09547655,10/28/2016 12:00:00 AM +0000,-,some overhanging shrubs,146.09576874,02/08/2017 12:00:00 AM +0000,TRAIL-4347,0
Concrete,Good,8,"MULTILINESTRING ((-122.39575080719433 47.52684451049947, -122.39573685554961 47.52685177251705, -122.39570755792678 47.526870427000745, -122.39568426873944 47.526886942306525, -122.39565458721832 47.52690967285036, -122.39563761072036 47.52693419883947, -122.39562019001507 47.52696078837266, -122.3956211618509 47.526993208221064, -122.39562779552686 47.52701192541515))",Open,460,92,460-92,LINCOLN PARK,73.02223734,Steep,SW,9,1,73.02223734,10/28/2016 12:00:00 AM +0000,-,some stairs at base; some overhanging shrubs,73.02238338,02/08/2017 12:00:00 AM +0000,TRAIL-4347,0
Soil,Worn,2,"MULTILINESTRING ((-122.39353211030064 47.53046766315242, -122.39362540104955 47.53053594440058, -122.39368452918632 47.530615488444056, -122.39375907761624 47.530646316610294, -122.39376821516275 47.53071113217255, -122.39372229920025 47.53080650027354, -122.3937462140854 47.530925432998075, -122.39369422274737 47.530949883605395, -122.39363654097953 47.53099820645806, -122.39342546893747 47.531118672203874, -122.39330259919431 47.53106536990696))",Closed,460,104,460-104,LINCOLN PARK,334.65900962,Gradual,SW,3,2,334.65900962,10/28/2016 12:00:00 AM +0000,-,"fallen trees, debris, exposed tree roots",334.65967894,02/08/2017 12:00:00 AM +0000,TRAIL-4326,0
Soil,Worn,2,"MULTILINESTRING ((-122.39476561591191 47.530403963648574, -122.39464743265927 47.530423194371124, -122.39451075252526 47.530392802251725, -122.39446933271674 47.53034484485188, -122.39432593047755 47.53032532056508, -122.394139615553 47.53027530098036, -122.39395952544723 47.53023992061272, -122.39378452283817 47.53001742323256, -122.3937650885942 47.52998166746948))",Closed,460,102,460-102,LINCOLN PARK,323.23147505,Gradual,SW,3,2,323.23147505,10/28/2016 12:00:00 AM +0000,-,"fallen trees, tree debris, exposed tree roots",323.66124032,02/23/2017 12:00:00 AM +0000,TRAIL-4330,0
Grass,Overgrown,1,"MULTILINESTRING ((-122.25154315121797 47.678501037647855, -122.25162319943254 47.678460896579466, -122.25165561690169 47.678439117938446, -122.25169765058716 47.67840368438093, -122.25170979937607 47.67834753469863, -122.25169526683273 47.67827745059722, -122.25167750025875 47.67821156734689, -122.2516575333654 47.678185368017374, -122.25167826719053 47.67811785132696, -122.25170163368722 47.67807241732781, -122.25171986717943 47.67802388427218, -122.25176504937146 47.677987717906866, -122.25184683313073 47.67796215087663, -122.25192351652618 47.67795351726255, -122.25198358296967 47.677929467353906, -122.2520751338131 47.677918667626, -122.25210799971197 47.67787971732717, -122.2520992429183 47.677810286417326))",Open,398,215,398-215,WARREN G. MAGNUSON PARK,325.0825402,Flat,NE,0,2,325.0825402,10/27/2016 12:00:00 AM +0000,-,-,335.51535224,02/23/2017 12:00:00 AM +0000,TRAIL-7817,0
Gravel,Good,8,"MULTILINESTRING ((-122.25715378764538 47.68267874486992, -122.25710763569349 47.68252186380483, -122.25702042189636 47.68239375635564, -122.256939631395 47.68228171801369, -122.25694096383877 47.682112128863245, -122.25696719897137 47.6819785656752, -122.25697030057026 47.68187355479547, -122.25689603637801 47.68178162256562, -122.2567870215609 47.681730496164484, -122.25666095653216 47.68171188327949, -122.256577118229 47.68169783180115))",Open,398,54,398-54,WARREN G. MAGNUSON PARK,428.50721046,Flat,NE,0,1,428.50721046,10/27/2016 12:00:00 AM +0000,-,dog park,428.50806747,02/08/2017 12:00:00 AM +0000,TRAIL-7823,0
Gravel,Good,8,"MULTILINESTRING ((-122.25715378764538 47.68267874486992, -122.257294348378 47.68279003886003, -122.25736916775062 47.68290215069074, -122.25744387286257 47.683010227448186, -122.25750607447586 47.68309827275852, -122.25755101130206 47.68321075795908, -122.25762505344471 47.68329461786118, -122.25771116394694 47.6833823669165, -122.2577132660068 47.68345905039334, -122.25763722551993 47.68352056391325, -122.25748215985342 47.68353461410969, -122.25724308544163 47.68353760183262, -122.25697413135653 47.68354096236317, -122.25499290767883 47.683516572183144))",Open,398,74,398-74,WARREN G. MAGNUSON PARK,1002.80714816,Flat,NE,0,1,1002.80714816,10/27/2016 12:00:00 AM +0000,-,dog park,1002.80915378,02/08/2017 12:00:00 AM +0000,TRAIL-7823,0
Soil,Poor,1,"MULTILINESTRING ((-122.25132317030615 47.68040268121573, -122.25134872005124 47.68036032101884, -122.25135965022278 47.680339101354164, -122.25138275064792 47.680320090744544, -122.2513942697099 47.680303610871896, -122.25138516061067 47.6802508311771, -122.251406939937 47.68020894069576, -122.25145136995783 47.680165440510734, -122.25148529980096 47.680123771216856, -122.251536089749 47.68007566061562, -122.25156735009642 47.68005425085415, -122.25161572977258 47.68000837060795, -122.25164355989274 47.67998808122834, -122.2516963896972 47.67994351112648))",Open,398,233,398-233,WARREN G. MAGNUSON PARK,196.67458632,Flat,NE,0,2,196.67458632,10/26/2016 12:00:00 AM +0000,-,-,196.67497967,02/08/2017 12:00:00 AM +0000,TRAIL-7802,0
Gravel,Good,8,"MULTILINESTRING ((-122.31376292418383 47.67313757306355, -122.31364904048012 47.67320451871105, -122.31352181977621 47.67324863740698, -122.31335523770798 47.67325449358148, -122.31317410443863 47.673229153224845, -122.31295597218941 47.67315259571396, -122.31291258083813 47.67310393845694, -122.31304105047288 47.67306840801116, -122.31318256088572 47.67304626052222, -122.31328398903769 47.67301295492498, -122.31337845128475 47.67294424954706, -122.31340123084375 47.67292445923806))",Open,483,16,483-16,COWEN PARK,381.49992944,Gradual,NE,3,1,381.49992944,10/31/2016 12:00:00 AM +0000,-,-,381.50069244,02/08/2017 12:00:00 AM +0000,TRAIL-1801,0
Gravel,Good,8,"MULTILINESTRING ((-122.31281518142434 47.630210622009606, -122.31281949397238 47.63013012437027, -122.31281831179959 47.63001543317304, -122.31282769609102 47.629886137226784, -122.31285895745273 47.62976554126427, -122.31286890205077 47.62967143499204, -122.31291127743233 47.62949182094116, -122.31292048992066 47.62939331612367, -122.31296221883021 47.629288860579216, -122.31301099859168 47.629200186855954, -122.31305200159909 47.62911728709981, -122.3130908422009 47.629022000017635, -122.31319904894048 47.62889383833342, -122.31330862601008 47.62882475544292, -122.31341537625472 47.62876853573969, -122.31354828291035 47.62871755693657, -122.3140099920695 47.62861836925436, -122.31415365915424 47.628643890554066, -122.31447798461188 47.62867798224808))",High,399,1,399-1,VOLUNTEER PARK,827.03723872,Gradual,CE,5,1,827.03723872,10/19/2016 12:00:00 AM +0000,-,-,840.61555191,02/20/2017 12:00:00 AM +0000,TRAIL-7601,0
Gravel,Good,4,"MULTILINESTRING ((-122.24919330448787 47.68340429534938, -122.24925122797653 47.683307290999835, -122.24934089374872 47.683234772053275, -122.24948797190096 47.68319962175197, -122.24967041517388 47.68316879230493, -122.24984658919827 47.68316660239444, -122.24992029607469 47.683117638250216, -122.2500338040688 47.68305031971553, -122.2501522044061 47.68297732051081, -122.2503029723539 47.682898044378945, -122.25047910546438 47.68282053332903, -122.25061805451156 47.68276976235283, -122.2507648327699 47.68275202112443, -122.25089497580802 47.68276506993473, -122.25104473427835 47.68282712157081, -122.25117407041658 47.6828893380696, -122.2512709439746 47.682924911383324, -122.25134527260407 47.68297328473691, -122.25146957520946 47.682975119353024, -122.25154199915552 47.68292055577707, -122.25168548657896 47.68287238888481, -122.25174253012246 47.682806489304106, -122.25186885450854 47.682785875188536, -122.25205085742837 47.68279181083099), (-122.24919330448787 47.68340429534938, -122.24902835603038 47.68334635220891, -122.24880199795557 47.683284395770485), (-122.24961744715769 47.68364957477313, -122.24930296279214 47.683454207422365, -122.24919330448787 47.68340429534938))",Low,398,32,398-32,WARREN G. MAGNUSON PARK,1090.19060076,Flat,NE,0,1,1090.19060076,10/25/2016 12:00:00 AM +0000,-,-,1090.19278114,02/08/2017 12:00:00 AM +0000,TRAIL-7815,0
Gravel,Good,3,"MULTILINESTRING ((-122.30531542824252 47.672636950941595, -122.30536109068973 47.67261304151406, -122.30537786426486 47.67260042379541, -122.30539173535419 47.67258586895656, -122.30539335799214 47.67256716689838))",High,391,41,391-41,RAVENNA PARK,33.11107874,Moderate,NE,7,1,33.11107874,10/31/2016 12:00:00 AM +0000,-,-,33.56766219,02/20/2017 12:00:00 AM +0000,TRAIL-6413,0
Gravel,Worn,4,"MULTILINESTRING ((-122.30541287947472 47.67256932198141, -122.30536910745315 47.672564701382285, -122.30532807711346 47.67256720345796, -122.30522751743757 47.67256434747447, -122.30516103789016 47.67254618432742, -122.30507865764532 47.67254009138068, -122.30496063566146 47.67254787271836, -122.30491993062756 47.67254394190469, -122.30480499740716 47.672499368757144, -122.30472455732018 47.67247213329173, -122.30467550721731 47.67244234592474, -122.3046203140329 47.672410755910526, -122.304576579592 47.67237160338887, -122.30455821152633 47.67235024750538, -122.30452293488791 47.6723409783933, -122.3044766247034 47.67233622200691, -122.30445099633417 47.67234516212234, -122.30443134451038 47.67236799494056, -122.30441681678604 47.67237465155729, -122.3043930358299 47.67237710148142, -122.30437554639067 47.67236871544737, -122.30435748514248 47.67235819664646))",High,391,40,391-40,RAVENNA PARK,298.10667899,Steep,NE,7,1,298.10667899,10/31/2016 12:00:00 AM +0000,-,-,298.10727521,02/08/2017 12:00:00 AM +0000,TRAIL-6413,0
Soil,Overgrown,1,"MULTILINESTRING ((-122.24975394606436 47.680447795914986, -122.24986810988992 47.68041427131244, -122.24993665958588 47.68039792098931, -122.24998102026673 47.680369270847734, -122.25003310937588 47.68034100137865, -122.25008447993655 47.680320091348655, -122.25011548025236 47.68028081132458, -122.2501316502434 47.68023908080619, -122.25013641016423 47.68021745131081, -122.25014196064326 47.68017337087552, -122.25016945003017 47.680143980476515, -122.25012716041748 47.680128880493264, -122.25010598977313 47.68013372083558, -122.25010011999281 47.68011855121092, -122.25006418003856 47.68010197069494, -122.2500389094613 47.680079260859756, -122.2500466500019 47.68004642053243, -122.2500471604933 47.68002630120841, -122.25006054001491 47.68001326085471, -122.2500902799442 47.67999782118125, -122.2501142595325 47.67995261110972, -122.25011084941075 47.67993077104637, -122.2501010395236 47.679912870688796, -122.25002741013986 47.679806438411696))",Open,398,171,398-171,WARREN G. MAGNUSON PARK,317.62670944,Gradual,NE,3,2,317.62670944,10/26/2016 12:00:00 AM +0000,-,-,317.62734469,02/08/2017 12:00:00 AM +0000,TRAIL-7817,0
Concrete,Good,8,"MULTILINESTRING ((-122.2472933713829 47.68074095512282, -122.2473247584511 47.68075663044834, -122.2473772382559 47.68078284264616, -122.24742610014754 47.68080665644263, -122.24747399299672 47.68083211049758, -122.247517739612 47.68085440266865, -122.24755052450742 47.68086539082915, -122.24756025031105 47.68086852931977))",Open,398,7,398-7,WARREN G. MAGNUSON PARK,80.72282925,Flat,NE,0,1,80.72282925,10/25/2016 12:00:00 AM +0000,-,-,80.72299069,02/08/2017 12:00:00 AM +0000,TRAIL-7812,0
Soil,Good,2,"MULTILINESTRING ((-122.24976440856686 47.68148937904174, -122.24982588386638 47.68149996762837, -122.24990759978324 47.68153016744025, -122.2500052997266 47.68155298436244, -122.25003376612146 47.68161300084959, -122.25008556677828 47.681666450782075, -122.25015451712753 47.68170401753723, -122.2502429837813 47.681750401313955, -122.25034983294634 47.681778334378414, -122.25043881651747 47.68179891770625, -122.25052998390315 47.68182293451752, -122.25055888295034 47.68183626770416, -122.25059531699033 47.681829300628415, -122.25068679979672 47.68185965098676, -122.25077711679248 47.68189863382403, -122.25087074978741 47.68194416751666, -122.25092136613462 47.68195391725742, -122.25099008273554 47.68193683468084, -122.2510401997526 47.68193858425165, -122.25121965737614 47.6819503111126))",Open,398,155,398-155,WARREN G. MAGNUSON PARK,420.89605549,Flat,NE,0,2,420.89605549,10/25/2016 12:00:00 AM +0000,-,-,420.89689729,02/08/2017 12:00:00 AM +0000,TRAIL-7814,0
Grass,Good,6,"MULTILINESTRING ((-122.24591769940923 47.68195148413736, -122.24593338314511 47.68198458430215, -122.24597385029746 47.68203583403353, -122.2459838327031 47.68210755125648, -122.24597824985212 47.68219360114991, -122.24593488277985 47.682240317256124, -122.24588740047608 47.68229153461412, -122.24587328326557 47.68234463409112, -122.24589281692394 47.682414583975984, -122.24591756642528 47.68246818398389, -122.24595504950972 47.68250466802243, -122.24602484220895 47.68242374316863, -122.24616176082941 47.68230807607906, -122.24631311308269 47.682205413276755))",Open,398,144,398-144,WARREN G. MAGNUSON PARK,357.04737944,Flat,NE,0,2,357.04737944,01/09/2017 12:00:00 AM +0000,-,-,357.04809353,02/08/2017 12:00:00 AM +0000,TRAIL-7813,0
Grass,Good,4,"MULTILINESTRING ((-122.24695041687228 47.68361558657348, -122.2467839810272 47.68366572960033, -122.24667174588197 47.68367689933379, -122.2464785065587 47.68365915960349, -122.24649021925838 47.68360068335585, -122.24651559360493 47.683506069507764, -122.2465292573103 47.6834659907927))",Open,398,148,398-148,WARREN G. MAGNUSON PARK,192.47157259,Flat,NE,0,2,192.47157259,10/25/2016 12:00:00 AM +0000,-,-,192.47195753,02/08/2017 12:00:00 AM +0000,TRAIL-7813,0
Soil,Worn,2,"MULTILINESTRING ((-122.24773590959762 47.68490756304251, -122.2477653522307 47.684861498581384, -122.24778034952764 47.68481160755731, -122.24778717514558 47.684761816164546, -122.24780209721372 47.68470916343953, -122.24782695789168 47.68463788284299))",Open,398,12,398-12,WARREN G. MAGNUSON PARK,101.3770902,Flat,NE,0,1,101.3770902,10/25/2016 12:00:00 AM +0000,-,-,101.37729295,02/08/2017 12:00:00 AM +0000,TRAIL-7813,0
Soil,Good,3,"MULTILINESTRING ((-122.24768158971936 47.68449627509058, -122.24755059435304 47.68450822726437, -122.24749403825874 47.68450213547082, -122.24742617050957 47.68451381142508, -122.24737640118836 47.68452751801779, -122.24734322189055 47.68457168383842, -122.24731682926783 47.68458894425797))",Open,398,151,398-151,WARREN G. MAGNUSON PARK,104.27074615,Flat,NE,0,2,104.27074615,10/25/2016 12:00:00 AM +0000,-,-,104.27095469,02/08/2017 12:00:00 AM +0000,TRAIL-7813,0
Gravel,Good,3,"MULTILINESTRING ((-122.41008434146954 47.661959109472754, -122.41010856475299 47.66202545250724, -122.4101638921788 47.66215378987929, -122.41016605383841 47.66222505069865, -122.41014378899841 47.66229391122023, -122.41013494434823 47.66240371768377, -122.41013175194924 47.66269990297204))",High,310,3,310-3,DISCOVERY PARK,273.54617669,Moderate,CW,8,1,273.54617669,12/06/2016 12:00:00 AM +0000,-,-,273.54672378,02/08/2017 12:00:00 AM +0000,TRAIL-2110,0
Stairs,Worn,4,"MULTILINESTRING ((-122.36427895498709 47.706840867111694, -122.36426099989222 47.70681741425985, -122.36421730914918 47.70674786454714, -122.3641964473977 47.706729208766674, -122.36413391085637 47.7067265769395, -122.36407618993024 47.70674954724184, -122.36400909475645 47.70678172226714, -122.36396591616918 47.70679836999243, -122.36389957901775 47.70678743706941, -122.36386321801736 47.70675977370086, -122.36381240261828 47.7067067742952, -122.36376355157188 47.70665177474825, -122.36372356749409 47.706604411698905, -122.36369878584922 47.7065561158667, -122.36366866316895 47.70649902515528, -122.36362313982008 47.706453322449164, -122.36355049190381 47.70640048286569, -122.36349660721926 47.70636393164639, -122.3633740836075 47.70634179944975, -122.36326262056797 47.706333183784196, -122.3631657475638 47.7063370099595, -122.36310225174927 47.70633640737619, -122.36305489181899 47.70633181616096, -122.36303001330927 47.7062974016009, -122.36305150404995 47.7062512294277, -122.36311075960076 47.70621135963449, -122.36318203377384 47.70618740547975, -122.36327299257569 47.70615040271424, -122.36336541720162 47.706120273025675, -122.36346479340314 47.70609855398297, -122.36360601547142 47.70601809433413, -122.36357893598833 47.705939608666256, -122.36355282602165 47.70583101256614, -122.36344611969858 47.70574554508013, -122.3633456118891 47.7056986506218, -122.36322531215237 47.70565916101687, -122.36313719333718 47.705710926955796))",High,240,92,240 -92,CARKEEK PARK,834.06016997,Steep,NW,7,1,834.06016997,10/10/2016 12:00:00 AM +0000,-,-,819.39107216,02/16/2017 12:00:00 AM +0000,TRAIL-1116,0
Gravel,Poor,4,"MULTILINESTRING ((-122.25807460974342 47.67419879590153, -122.25803475452003 47.67418626465265, -122.25801622553239 47.674160883249954, -122.25800205933449 47.674125372786335, -122.25799677877572 47.67408083717612, -122.25799236540159 47.67403722809386, -122.25797494944024 47.67393253036191, -122.25795641124525 47.673862543824455, -122.25794482175894 47.673796154213115, -122.25793497703111 47.673751675673074, -122.25791608472629 47.673710311296325, -122.25787994075097 47.67366916353182, -122.2578254523656 47.673625245896154, -122.25777204446456 47.67360213482287, -122.25771481850788 47.67358798369242, -122.25766595858924 47.67358263837346, -122.25759984821697 47.673577553671414, -122.25751192602029 47.67357269661803, -122.25744979180136 47.67356456289352, -122.25737505774896 47.673559541779206, -122.25727824593163 47.67356370879265, -122.25697032509537 47.67356755698782, -122.25663137352642 47.673568835072686, -122.25581728085703 47.673564136034464, -122.25565900912854 47.67356611208592, -122.25557082081582 47.67357021136749, -122.25550097713888 47.67357699535266, -122.25541279286341 47.673581097159904, -122.25535697142436 47.67359045696814, -122.25530752115891 47.67359132157418, -122.25524629982098 47.673598041863166, -122.25518033275709 47.673616686024076, -122.25512416835305 47.6736411657883, -122.25508930988032 47.6736653778404, -122.25505503683664 47.673692538624536, -122.255007415336 47.673713955672184, -122.25493306787968 47.673741617388735, -122.2548722541216 47.67376319809216, -122.25480744282684 47.67380560644065, -122.25475141817458 47.673853861302014, -122.25469148194263 47.67392594466284, -122.2546578552192 47.67397670336607, -122.2546135997241 47.67404709144044, -122.25459059799418 47.674096646162255, -122.2545525729375 47.67415358679878, -122.25452541630838 47.67419981088327))",Open,398,78,398-78,WARREN G. MAGNUSON PARK,1160.74972964,Gradual,NE,5,1,1160.74972964,10/24/2016 12:00:00 AM +0000,-,-,1160.75205115,02/08/2017 12:00:00 AM +0000,TRAIL-7812,0
